Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
DENMARK,Customer Service,DEN-CS-IWG_PLC-PO,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",10/31/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-iwg-plc-po,Ditte-Maria Skaarup RASMUSSEN,"Ditte-Maria Skaarup RASMUSSEN, Lars Christensen"
GROUP,IS,GRP - IS - P2P Approval Matrix - Release strategy automation,,"€15,000.00",480 Hours Per Year,€0.00,"SOP 024 Approval Matrix HQ (PO, VIM) - Rel. strategy.docx,document",Development,In Progress,Group,10/30/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/p2p-approval-matrix---release-strategy-automatation,Marek ROMANSKI,Marek ROMANSKI
POLAND,"Customer Service,Sales",POL - IT - mBank OCR orders,,"€18,750.00",600 Hours Per Year,€0.00,"Orders examples,document",Assessment,Not Started,Local,10/30/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---it---mbank-ocr-orders,Marcin STEPIEN,Marcin STEPIEN
GROUP,Finance,GRP - FIN - CM figures extraction form SAP,,"€375,000.00",12000 Hours Per Year,€0.00,document,Assessment,Not Started,Group,10/29/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cm-figures-extraction-form-sap,Lev PAVLYSHYN,Lev PAVLYSHYN
CASH,IS,CASH - 34-CS-Invoice_Match_Strabag,,€0.00,0 Hours Per Year,€0.00,document,Live,In Production,Local,10/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---34-cs-invoice-match-strabag,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - CS - Data Control - Submission Check,,"€2,812.50",90 Hours Per Year,€0.00,Submission Check PDF,Live,In Production,Local,10/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---cs---data-control---submission-check,Eduard SEKERES,Eduard SEKERES
BENELUX,IT,BNL - MKT - MM0045 clean and upload in sharepoint,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,10/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---mkt---mm0045-clean-and-upload-in-sharepoint,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - MKT - Pricelist Preparation,,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,10/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-pricelist-preparation,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,"BNL - CS - Delete backorder lines, key in alternative",,"€6,000.00",192 Hours Per Year,€0.00,,Live,In Production,,10/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs---delete-backorder-lines-key-in-alternative,Benoit Duchesne,Benoit Duchesne
DENMARK,Customer Service,DEN-CS-JOHNSON_CONTROLS-PO,,"€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",10/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-johnson-controls-po,Ditte-Maria Skaarup RASMUSSEN,"Ditte-Maria Skaarup RASMUSSEN, Lars Christensen"
BENELUX,IT,BNL - LOG - [ATTENDED] Bpost Label creation,,"€30,000.00",960 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnllogattendedbpostlabelcreation,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - GEN - External Shared File WebV2,,"€1,500.00",48 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-gen-external-shared-file-webv2,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - CS ISF - Communicate daily backorder list,,"€9,000.00",288 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs-isf---communicate-daily-backorder-list,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - P&C - Personnels accounts creation in SAP - Personnal use,,€375.00,12 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnlpcpersonnelsaccountscreationinsappersonnaluse,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - MKT - Delisted Items DB Update,,"€1,875.00",60 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---mkt---delisted-items-db-update,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - GEN - OneShot - Tender Data Preparation/Split,,€0.00,0 Hours Per Year,€250.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---gen---oneshot---tender-data-preparationsplit,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - CS - Update Webshop users - SCHOOLS Team ,,"€1,500.00",48 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs---update-webshop-users---schools-team-,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - CS - Update route code in Orders,,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs---update-route-code-in-orders,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - CS - Change price date in Order,,€500.00,15.99999999999999999999999999999999999999999999999999999999999999 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs---change-price-date-in-order,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - FI - SupInv Post Processing & Archiving,,"€7,500.00",240 Hours Per Year,€0.00,L RPA SUPPLIERINVOICING - Process Documentation.pdf,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnlfisupinvpostprocessingarchiving,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - CS - Cancel Orderlines and key in Alternatives,,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs---cancel-orderlines-and-key-in-alternatives,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - LOG - Goods In Disputes DB,,"€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---log---goods-in-disputes-db,Benoit Duchesne,"Benoit Duchesne, Vincent Delhez"
BENELUX,IT,BNL - LOG - [ATTENDED] DHL Label creation,,"€26,250.00",840 Hours Per Year,€0.00,DHL Process.jpg,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---log---dhl-label-creation,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - LOG - Intrastat Import Correct Supplier PO's,,"€9,750.00",312 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---intrastat-import-correct-supplier-pos,Benoit Duchesne,Benoit Duchesne
BENELUX,IT,BNL - FI - Intrastat Import preparation,,€375.00,12 Hours Per Year,€0.00,document,Live,In Production,Local,10/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---intrastat-import-preparation,Benoit Duchesne,Benoit Duchesne
FRANCE,IS,FR - MKT - Pcon planner render automation,,"€63,000.00",2016 Hours Per Year,€0.00,document,Live,In Production,Local,10/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pcon-planner-render-automation,Julien PICQUET,Julien PICQUET
POLAND,"Customer Service,Sales",POL - FIN - Payers blocking,,€112.50,3.6 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",10/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/payers-blocking,Magdalena MAKUCH,"Magdalena MAKUCH, Thomas DELOS"
DENMARK,MARKETING,DEN-P&C-Upload of approved contracts,,€750.00,24 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",10/14/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/denpcuploadofapprovedcontracts,Lars Christensen,Lars Christensen
GROUP,Finance,GRP - FIN - Local file automatisation,,"€8,906.25",285 Hours Per Year,€0.00,document,Assessment,Archived,Group,10/11/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/local-file-automatisation,Stephanie WROBLEWSKI,Stephanie WROBLEWSKI
FRANCE,IS,FR - FIN - E-Attestations,,"€52,500.00",1680 Hours Per Year,€0.00,document,Assessment,Not Started,Local,10/04/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---fin-e-attestations,Julien PICQUET,Julien PICQUET
FRANCE,Marketing,FR - MKT - Analysis and monitoring of anomalies between marketing tools and SAP,,"€7,500.00",240 Hours Per Year,€0.00,"Ticket EASY Vista.docx,Extraction MM45.docx,Extraction Bible France.docx,Documentation fichier de contrôle .docx",Assessment,Rejected,Local,10/03/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---mkt---analysis-and-monitoring-of-anomalies-between-marketing-tools-and-sap,Valentin GUERIN,Valentin GUERIN
DENMARK,Marketing,DK-MKT-Step 0 in SA pricing,,"€9,000.00",288 Hours Per Year,€0.00,document,Assessment,Not Started,Local,10/02/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/dk---mkt---step-0-i-sa-pricing,Danny PEDERSEN,"Danny PEDERSEN, Lars Christensen"
GROUP,IS,GRP - IS - Mass homepage upload,,"€375,000.00",12000 Hours Per Year,€0.00,document,Analysis,On Hold,Group,10/02/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/mass-homepage-upload,Cyril BAUDUIN,Cyril BAUDUIN
BENELUX,IT,BNL - FI - Intersafe Supplier Invoicing Integration,,"€114,000.00",3648 Hours Per Year,€0.00,document,Live,In Production,Local,10/02/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-fi-intersafe-supplier-invoicing-integration,Wouter Herrrygers,Wouter Herrrygers
SWEDEN,Customer Unique Specialist,SWE - CS - Open Orders,,"€30,000.00",960 Hours Per Year,€0.00,document,Idea,Duplicate,Local,10/01/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---open-orders,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
DENMARK,Marketing,DEN-MKT-Flow for Trade Planner,,€750.00,24 Hours Per Year,€0.00,document,Live,In Production,Local,09/30/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/flow-med-microsoft-power-automate---til-trade-planner,Jimmi PETERSEN,"Jimmi PETERSEN, Lars Christensen"
DENMARK,Sales,DEN-SAL-DELEVERY FEE FOR NEWBUISS,,"€7,500.00",240 Hours Per Year,€0.00,document,Solution Design,In Progress,"Local, and maybe Group",09/27/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-deleveryfee-for-newbuiss,Lisa Van Urk JANSEN,"Lisa Van Urk JANSEN, Lars Christensen"
FRANCE,IS,FR - SC - SSL & Penalities calculation,,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Group,09/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/sslpenalitiescalculation,Aline TURPIN,"Aline TURPIN, Vincent Furic, Bruno Bastin, Dimitri Degroise"
SWEDEN,Customer Unique Specialist,SWE - BA - V.10 Agreement import ,,"€15,000.00",480 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---ba---v-10-agreement-import-,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - FD - Block List,,€0.00,0 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---block-list,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - FD - Setting Customer Limits (post migration Netshop),,€0.00,0 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---setting-customer-limits--post-migration-netshop-,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - PM - Update search words (ZBOM) ,,€0.00,0 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---pm---update-search-words--zbom--,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - PM - Material visible Netshop,,€0.00,0 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---pm---material-visible-netshop,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - FD - Invoice Copy,,"€7,500.00",240 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---invoice-copy,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - PM - Search Words Oulet,,"€1,125.00",36 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---pm---search-words-oulet,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - PM - Campaign Prices Import Tool,,€862.50,27.6 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---pm---campaign-prices-import-tool,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
DENMARK,Quality,DEN-QSS-Mail to multiple suppliers,,€250.00,8 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",09/20/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-qss-mail-to-multiple-suppliers,Christoffer SLOTH,"Christoffer SLOTH, Lars Christensen"
POLAND,"Customer Service,Coffee Services",POL - CC - New Customer Onboarding process,,"€15,000.00",480 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",09/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol-cc-new-customer-onboarding-process,Katarzyna WISNIEWSKA,Katarzyna WISNIEWSKA
DENMARK,Quality,DEN-QSS-GWPupdate new products,,"€1,125.00",36 Hours Per Year,€0.00,document,Assessment,Not Started,Local,09/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-qss-gwpupdate-new-products,Christoffer SLOTH,"Christoffer SLOTH, Lars Christensen"
DENMARK,Quality,DEN-QSS-monthly co2 update,,€375.00,12 Hours Per Year,€0.00,Electricity Report.xlsx,Assessment,Not Started,Local,09/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-qss-monthly-co2-update,Christoffer SLOTH,"Christoffer SLOTH, Lars Christensen"
POLAND,Customer Service PL,POL - CC  Sending signed double delivery notes with invoices to the customers,,"€30,000.00",960 Hours Per Year,€0.00,Providing signed delivery documents with invoices.docx,Assessment,Not Started,"Local, and maybe Group",09/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---cc--sending-signed-duble-delivery-notes-with-invoices-to-the-customers,Justyna Kowalik,Justyna Kowalik
DENMARK,Marketing,DEN-MKT-Washroom offer calculation tool,,€0.00,0 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",09/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/washroom-offer-calculation-tool,Eva Bech LYNGGAARD,"Eva Bech LYNGGAARD, Lars Christensen"
SWEDEN,Customer Unique Specialist,SWE - CS - Nespresso Subscription Orders,,€0.00,0 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---nespresso-subscription-orders,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - Email updated Order Confirmation,,"€15,000.00",480 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---email-updated-order-confirmation,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - Nespresso Spare Part Price Update,,"€4,875.00",156 Hours Per Year,€0.00,Business Case.docx,Idea,Awaiting Review,Local,09/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---nespresso-spare-part-price-update,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - 48h Email Reminder to close Saleforce case,,"€15,000.00",480 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,09/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---48h-email-reminder-to-close-saleforce-case,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - Customer Initiated Return,,"€41,250.00",1320 Hours Per Year,€0.00,document,Qualification,Approved,Local,09/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---customer-initiated-return,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - OCR Read Manual Order,,"€45,000.00",1440 Hours Per Year,€0.00,document,Live,In Production,Local,09/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---ocr-read-manual-order,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
DENMARK,MARKETING,DEN-SAL-Pricelists,,"€7,500.00",240 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-pricelists,Lars Christensen,"Lars Christensen, Ghita GRAND"
DENMARK,MARKETING,DEN-SAL-Customer reports,,"€1,500.00",48 Hours Per Year,€0.00,document,Assessment,Not Started,Local,09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-customer-reports,Lars Christensen,"Lars Christensen, Ghita GRAND"
DENMARK,MARKETING,DEN-SAL-Customer rebate,,"€1,250.00",40 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-customer-rebate,Lars Christensen,"Lars Christensen, Ghita GRAND"
DENMARK,"Sales,Marketing",DEN-SAL-Save mail/file project,,"€7,500.00",240 Hours Per Year,€0.00,"document,document",Assessment,Not Started,Local,09/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-save-mailfile-project,Gert Green JAKOBSEN,"Gert Green JAKOBSEN, Lars Christensen"
DENMARK,"Customer Service,Coffee Services",DEN-CS-SCANDLINES-ORDER,,"€7,500.00",240 Hours Per Year,€0.00,"scandlies flow.pdf,document",Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-scandlines-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-APPLUS-ORDER,,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-applus-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-DSB-ORDER,,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-dsb-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-AHLSELL-ORDER,,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-ahlsell-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,"Customer Service,Coffee Services",DEN-CS-NYKREDIT-ORDER,,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,09/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-nykredit-order,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Louise MOEBIUS"
DENMARK,Sales,DEN-SAL-VBA programing for masterfile,,"€1,500.00",48 Hours Per Year,€0.00,"Vejledning Masterfile.xlsx,Masterfile MOTOR non binær.xlsx",Assessment,Not Started,Local,09/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-vba-programing-for-masterfile,Emil Thrane DAGELYKKE,"Mick FROESLEV, Lars Christensen, Emil Thrane DAGELYKKE"
SWEDEN,Customer Unique Specialist,SWE - FD - Internal CR-DR Settlement,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,09/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---internal-cr-dr-settlement,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - CS - Intershop to Netshop,,"€6,562.50",210 Hours Per Year,€0.00,document,Live,Decommissioned,"Local, and maybe Group",08/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs---intershop-to-netshop,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - FD - Dunning Fee,,"€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---fd---dunning-fee,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
BENELUX,IT,BNL -  MKT - Ad-hoc & Scheduled MM0045 Report Generation,,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,08/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnlmktadhocscheduledmm0045reportgeneration,Wouter Herrrygers,"Wouter Herrrygers, Jorien PEETERS"
DENMARK,Finance,DEN-FIN-Incoming invoices (creditors) - RE bilag,,"€45,000.00",1440 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-fin-incoming-invoices--creditors----re-bilag,Eva NEUHAUSEN,"Eva NEUHAUSEN, Lars Christensen, Randi Stendal ANDERSEN"
DENMARK,Finance,DEN-FIN-FSC - Control on invoice,,"€3,750.00",120 Hours Per Year,€0.00,document,Assessment,Not Started,Local,08/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fsc---control-on-invoice,Eva NEUHAUSEN,"Eva NEUHAUSEN, Lars Christensen"
DENMARK,Marketing,DEN-MKT-Transfer file til Google Cloud Storage,,"€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/transfer-file-til-goggle-cloud-storage,Dennis Roemer JENSEN,"Dennis Roemer JENSEN, Lars Christensen, Kim Jagd FREDERIKSEN"
ITALY,IT,IT Edito - save&publish codes,,"€1,250.00",40 Hours Per Year,€0.00,document,Live,Ready for Production,"Local, and maybe Group",08/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/iteditosavepublishcodes,Carlo Milia,Carlo Milia
CASH,IS,CASH  - Sales Support - Evening report for Sales,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,08/14/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash----sales-support---evening-report-for-sales,Eduard SEKERES,Eduard SEKERES
GROUP,Finance,GRP-LEGAL-NDA TEMPLATE,,"€5,625.00",180 Hours Per Year,€0.00,document,Development,In Progress,Group,08/08/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-legal-nda-template,Anthony PROCOT,"Anthony PROCOT, Quentin Chastin"
CASH,IS,CASH - FIN - ReFIS - Supplier Mail comparison,,"€3,750.00",120 Hours Per Year,€0.00,document,Development,Cancelled,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---fin---refis---supplier-mail-comparison,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - MKT - Staffino Sales Evaluation,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---staffino-sales-evaluation,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - MKT - SAP Products Status change,,€937.50,30 Hours Per Year,€0.00,document,Live,In Production,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---sap-products-status-change,Eduard SEKERES,Eduard SEKERES
CASH,IS,CASH - Sales Support - MM0045 report,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,07/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---sales-support---mm0045-report,Eduard SEKERES,Eduard SEKERES
