Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
DENMARK,"Customer Service,Coffee Services",DEN-CS-VELUX order,"We would like to setup Velux for orderintegration, we are using to many manual resources on this.","€15,000.00",480 Hours Per Year,€0.00,Artikel Velux,Live,In Production,Local,06/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-velux-ordre,Helen TIMRELL,"Helen TIMRELL, Lars Christensen"
DENMARK,MARKETING,DEN-CS-NBS Specialist to all Zenius coffee machines,"We would like a BOT that can attach Service Manager Finn Nørregaard to all Zenius coffee machines, when they are created in SAP.",€937.50,30 Hours Per Year,€0.00,document,Live,In Production,Local,06/17/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-nbs-specialist-to-all-zenius-coffee-machines,Lars Christensen,"Lars Christensen, Emil Thrane DAGELYKKE, Kim Jagd FREDERIKSEN"
GROUP,IS,POL - CS - Order reject in RIO - Management of EDI orders reject,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€21,375.00",684 Hours Per Year,€0.00,,Live,Hypercare,,06/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---cs---order-reject-in-rio---management-of-edi-orders-reject,Aline TURPIN,"Aline TURPIN, Magdalena MAKUCH, Quentin Chastin"
FRANCE,Marketing,FR - MKT - Commercial cooperation contract,"Generate, send and invoice Promotional Contracts to suppliers.

The need is to be able to automate the sending of commercial cooperation contracts to suppliers who participate in promotions. These contracts are currently created and sent manually by product assistants, based on data entered in the Media Plan tool. The manual process is tedious, repeptitive and error-prone. Automation would save time, secure exchanges with suppliers and accounting and facilitate contract monitoring","€36,000.00",1152 Hours Per Year,€0.00,RPA contrat promo.docx,Live,In Production,"Local, and maybe Group",06/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/commercial-cooperation-contract,Capucine MIROUX,"Capucine MIROUX, Thomas DELOS, Bruno Bastin"
WISE,WYZE,WISE - CC - GF/OO Zendesk,"Objective:   Meeting to   establish whether it is possible to automate the reporting for tickets solved  as ‘General Feedback’ and tickets solved as ‘Other/Other’. This automation  will allow the project investigation to become BAU and monitored regularly by   eam Leaders and Managers to address coaching and support where required.
The  information is taken from Zendesk Explore and includes a sampling drill-down of the worst performing advisors (ones with most tickets qualified as General  Feedback or Other/Other).
Frequency   and detail to be discussed based on what is practically viable. Presently,  the information is shared with Team Leaders and Managers monthly using the data pulled from three separate reports and manually compiled by LL.

Reason   for Automation:  This is a very time-consuming action when the project is now in the   monitoring phase. Finding a way to export and compile this data automatically   will reduce time taken and free up time for more pressing objectives.
",€0.00,0 Hours Per Year,€0.00,document,Assessment,Archived,Local,06/06/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/wise---cc---gfoo-zendesk,John Davies,John Davies
DENMARK,"Customer Service,Coffee Services",DEN-CS-BAADER ORDRE,Automatisere ordre til Baader,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,05/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-baader-ordre,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Kim Jagd FREDERIKSEN"
BENELUX,IT,BNL - CX Data Insights - Vistex Deal Usage,"Request from the local Digital Marketing manager, Customer Experience Department.

The local Data Insights team wants to gather deal usage statistics for all the active promotions on the web shop on a monthly basis. This data is available in SAP, in the 'Vistex Deal Workbench' transaction (IRM/GSDLM).

A downside to the 'as is' situation is that there is no option to export the statistics of a range of deals simultaneously, nor an option to queue this type of export in a background/spool process. The data in question is also not available in the Halo database at the time of writing, so the only remaining option available would be to select every separate deal and export the deal usage statistics, if any are available.

Doing this manually would cost the local colleagues well over a full day, given the volume of active deals. 
As a result, and given the incredibly repetitive nature of the task at hand, a request was made to automate this process.

The UiPath workflow will open the 'Vistex Deal Workbench' transaction and fetch all the deals that are currently active. For each deal that is currently active the workflow will attempt to fetch the deal usage statistics and subsequently export them, if any are available. 
The exported files per active deal will be uploaded to a SharePoint location and shared with the process owners.

The script will be triggered on monthly basis.","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,05/24/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cx-data-insights---vistex-deal-usage,Wouter Herrrygers,Wouter Herrrygers
DENMARK,MARKETING,DEN-CS-Danske bank Basware,"Vi skal have en løsning, hvor vi henter indkøbsordrer fra danske bank med RPA og sender dem ind i SAP som XML-filer.","€2,250.00",72 Hours Per Year,€0.00,"Step by step,PO1395964",Live,In Production,Local,05/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cc-danske-bank-basware,Lars Christensen,"Lars Christensen, Helen TIMRELL, Kim Jagd FREDERIKSEN"
FRANCE,Marketing,FR - MKT - Completion of Edito for webshop visibility,Makes promotional deals visible in the webshop for our customers.,"€12,000.00",384 Hours Per Year,€0.00,RPA EDITO,Live,In Production,"Local, and maybe Group",05/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/completion-of-edito-for-webshop-visibility,Magali BOUCHEZ OLIVE,Magali BOUCHEZ OLIVE
DENMARK,Marketing,DEN - MKT - Pull data from SAP regarding perishable goods,The purpose is to get an extract from SAP containg information about perishable goods and place that extract in a specific folder.,"€3,750.00",120 Hours Per Year,€0.00,Task Capture for process,Live,In Production,"Local, and maybe Group",05/07/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pull-data-from-sap-regarding-perishable-goods,Dennis Roemer JENSEN,"Dennis Roemer JENSEN, Lars Christensen, Kim Jagd FREDERIKSEN"
DENMARK,Customer Service,DEN-CS-Credit note and invoice,Tool for crediting and invoicing customers. See documentation for further information.,"€15,000.00",480 Hours Per Year,€0.00,"Kreditnota (ZANN) til udligning af faktura.docx,Omfakturering med prisændring.docx,ZFFI - Finansiel Faktura.docx,document",Live,In Production,"Local, and maybe Group",05/01/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-credit-note-and-invoice,Anne Kirstine GROENNE,"Anne Kirstine GROENNE, Lars Christensen, Kim Jagd FREDERIKSEN, Emil Thrane DAGELYKKE"
GROUP,GIS Innovation,GRP - MKT - Quarterly ethical report,"This report sent to Nicolas Capon is to know the list of own brand products which are sold on market places. Because they are not allowed.
Currently, it is a manual check on each market places and it takes 1.5mandays per quarter. Ola, in charge of that, is searching “Lyreco” on each market places and lists the products sold","€7,000.00",224 Hours Per Year,€0.00,document,Assessment,Rejected,Group,04/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---mkt---quarterly-ethical-report,Bruno Bastin,"Bruno Bastin, Aline TURPIN"
GROUP,GIS Innovation,GRP - MKT - AI for CPMS matching,"The objective is to make sure that we ""match"" the right product - and that the price is comparable (e.g. in case we're selling an item with a pack size that is different from the one of our competitor)
There's a ""basic"" algorythm that is behind CPMS that is already taking care of the matching in case all parameters are the same between us and the competitors
Nevertheless, we need to have people checking the data we receive from Competera vs our own data. So, most of the time, this data review needs to be manual","€131,250.00",4200 Hours Per Year,€0.00,document,Assessment,Archived,Group,04/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---mkt---ai-for-cpms-matching,Bruno Bastin,"Bruno Bastin, Aline TURPIN"
BENELUX,IT,BNL - MKT - Oneshot - Safety Data Sheet Mass Rename & Copy,"Request from the local project manager, Marketing Department (Products & Services).

A few thousand safety data sheets have been created using a specific date format in the suffix of the filename, 'yyyyMMdd'. However, in order for the files to be compliant with their STEP platform the files need to use the date format 'yyyy-MM-dd'. 
A request was made to automatically rename these +-2.5K files and copy them to a different SharePoint folder.

The UiPath workflow will read the filename, convert the date suffix to the correct formatting and copy the converted filename to a specific SharePoint folder.

This is a oneshot request. The robot will most likely not be triggered periodically.",€0.00,0 Hours Per Year,€250.00,document,Live,In Production,Local,04/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnlmktoneshotsafetydatasheetmassrenamecopy,Wouter Herrrygers,"Wouter Herrrygers, Jorien PEETERS"
GROUP,Customer Service,IBE - CS - Order reject in RIO - Management of EDI orders rejection in SAP,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€12,000.00",384 Hours Per Year,€0.00,,Live,In Production,,04/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ibe---cs---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Eduardo BAYON MORENO,"Eduardo BAYON MORENO, Quentin Chastin, Aline TURPIN"
GROUP,EMPTY,CASH - CS - Order reject in RIO - Management of EDI orders rejection in SAP,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€15,000.00",480 Hours Per Year,€0.00,,Live,In Production,,04/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---cs---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Anna KASSOVICOVA,"simona vrabcová, Quentin Chastin, Aline TURPIN, Anna KASSOVICOVA"
BENELUX,IT,BNL - FIN - CM Customer Aging - Daily Report,"Request from the local Credit manager, Finance Department.

Periodical reports concerning the aging of customers are made using a lot of data extracted from SAP. Part of this data comes from the 'ZFDOPR10 - Customer Open Item Analysis (Overdue Items Balance)' transaction. Local variants have been made in SAP that group data from multiple data tables in a display that is generated in the transaction.

An upside to its FBL5N counterpart is that there is an option to request the data in a background/spool process, so this request does not have to run completely on the foreground. Depending on the company code and the amount of items requested this background process can take a long time. Requesting this data for all the company codes in the Benelux organisation requires the user to wait more than an hour.
In order to be able to free up a significant amount of time a request was made to automate this process.

Two separate UiPath workflows have been created for this process. 
The first workflow will iterate through the different company codes of Lyreco Benelux in SAP transaction ZFDOPR10 and request a report per company code on a virtual machine outside of office hours, so that no users nor physical machines are hindered during the runtime of the request. 
The second workflow will fetch the daily results per company code in SAP transaction SM37 and export them to an .XLSX file which is subsequently cleaned to improve readability. The processed file per company code will be uploaded to a SharePoint location and shared with the process owners.

The script will be triggered on a daily basis.","€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,04/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---fin---cm-customer-aging---daily-report,Wouter Herrrygers,Wouter Herrrygers
GROUP,GIS Innovation,GRP - IS - Gap of order API idoc,Calculate and alert of the gap that might exist between elastic platform and SAP,"€3,750.00",120 Hours Per Year,€0.00,document,Development,Cancelled,"Local, and maybe Group",04/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---is---gap-of-order-api-idoc,Bruno Bastin,Bruno Bastin
FRANCE,Marketing,FR - MKT - Loading safety data sheets into STEP,automated loading of safety data sheets into the Lyreco corporate tool.,"€1,125.00",36 Hours Per Year,€0.00,,Live,In Production,,04/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/loading-safety-data-sheets,Valentin GUERIN,"Valentin GUERIN, Sandrine Loeuil, Baptiste DHAUSSY"
FRANCE,GIS Innovation,FR - CS - Conformité paramètrage frais de port et contribution energie,extraction du paramétrage non conforme sold-to et ship-to,€937.50,30 Hours Per Year,€0.00,document,Assessment,Rejected,"Local, and maybe Group",04/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/frcsconformitparamtragefraisdeportetcontributionenergie,Bruno Bastin,"Bruno Bastin, Florence DELPLANQUE"
BENELUX,IT,BNL - FIN - CM Invoice Aging - Customer Line Items,"Request from the local Credit manager, Finance Department.

Periodical reports concerning the aging of invoices are made using a lot of data extracted from SAP. Part of this data comes from the 'FBL5N - Customer Line Item Display' transaction. Local variants have been made in SAP that group data from multiple data tables in a display that is generated in the transaction. 

A downside to the transaction is that there is no option to request the data in a background/spool process, it has to process in the actual transaction, on the foreground. Depending on the company code and the amount of items requested this can take a long time. Doing this manually for all the company codes in the Benelux organisation would require the user to wait more than an hour, rendering their SAP session unusable for the time being as doing multiple requests simultaneously would result in system errors.

In order to be able to free up a significant amount of time a request was made to automate this process.
The UiPath workflow will iterate through the different company codes of Lyreco Benelux and process the requests on a virtual machine outside of office hours, so that no users nor physical machines are hindered during the runtime of the request. The results will get exported in a template .XLSX file and shared with the process owners.
The script will be triggered on a daily basis.","€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,04/15/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-fin---cm-invoice-aging---customer-line-items,Wouter Herrrygers,Wouter Herrrygers
SIMA,GIS Innovation,GRP - CS - Back Order Management - SIMA,Deployment of the existing Back Order Automation which communicate the back order articles to customer trough Zendesk,"€30,000.00",960 Hours Per Year,€0.00,document,Development,Cancelled,Group,04/15/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---cs---back-order-management---sima,Bruno Bastin,Bruno Bastin
DENMARK,"Customer Service,Coffee Services",DEN-CS-SHURGAARD ORDRES,Automatisk tastning af Shurgaard ordre,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,04/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-shurgaard-ordres,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Kim Jagd FREDERIKSEN"
SWEDEN,Customer Unique Specialist,SWE - CS - Warehouse Return handling of Undeliverable Parcels ,"Returning goods where the carrier informs us that the parcel will not be delivered to the customer. The information from the carrier is handled by RPA  to create Return orders of the actual Shipment parcel of physical goods pre-arrival at the Warehouse. When the Warehouse receives the goods the  handling time is reduces from 10min (identify return goods, find reference order, create return) to  seconds","€22,500.00",720 Hours Per Year,€0.00,document,Live,In Production,Local,04/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---cs--warehouse-return-handling-of-undeliverable-parcels-,SVÄRD Peter,"Johan SIEDBERG, SVÄRD Peter"
DENMARK,Marketing,DEN-MKT-Subscribe Activecampaign,"We have an existing API solution, which automatically transfers permissions (subscriptions to the newsletter) gathered via Eloqua to Activecampaign. However, a few of these are rejected by Active campaign due to default settings. These must be added manually afterwards.

This automation should strive to add these 'special cases' automatically. There are, under normal circumstances, between 1-20 each day.","€2,250.00",72 Hours Per Year,€0.00,document,Testing,In Progress,Local,04/03/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/auto-subscribe-special-cases-from-eloqua-to-activecampaign,Dennis Roemer JENSEN,"Dennis Roemer JENSEN, Lars Christensen, Kim Jagd FREDERIKSEN"
FRANCE,Finance,FR - FIN - SWAP,Automatiser la gestion des SWAP récupérés via DIAPASON ,"€5,625.00",180 Hours Per Year,€0.00,document,Development,In Progress,Local,03/29/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---fin---swap,Celine DI STEFANO,"Hanane ABBA, Celine DI STEFANO, Aline TURPIN"
GROUP,IS,CH - CS - Order reject in RIO - Management of EDI orders rejection in SAP,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€15,000.00",480 Hours Per Year,€0.00,,Live,In Production,,03/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ch---cs---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Aline TURPIN,"Quentin Chastin, Aline TURPIN"
GROUP,IS,GER - CC - Order reject in RIO - Management of EDI orders rejection in SAP,"The robot is intended for the Customer Care team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€36,000.00",1152 Hours Per Year,€0.00,,Live,Hypercare,,03/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ger---cc---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Aline TURPIN,"Aline TURPIN, Quentin Chastin"
GROUP,GIS Innovation,GRP - RPA - Lyreco Library UiPath,"Tthe creation of a common code component library for those of us working with UIPath.

The aim of this library is to centralise our efforts and share our expertise, by consolidating proven and reusable solutions. This will not only enable us to speed up the development of our projects, but also guarantee greater quality and consistency across our various automations.

We invite you to contribute to the ongoing enrichment of this library by commenting on your ideas for activities that could be added to it. ",€0.00,0 Hours Per Year,€0.00,document,Live,In Production,Group,03/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/lyreco-librairie-rpa-,Quentin Chastin,"Alexandre FOUCHER, Quentin Chastin"
BENELUX,IT,BNL - FIN - Distance Calculation - Update Employee Details,"Request from the local Payroll manager, Finance Department.

On a monthly basis the local payroll department extracts a report from ProTime (local platform) containing all declared travel expenses. The report contains a list of entries made by Benelux colleagues in the platform, containing details such as their default workplace and the place of the 'activity'.
The remuneration of this declaration is based on the travel distance in kilometres. In order to calculate the remuneration the local payroll team would have to manually calculate the distance using tools such as Google Maps / Bing Maps. 
Given the repetitive nature of this activity and the possibility of 1000+ entries being in the monthly files, a request was made to automate/optimize this process.

A previous development was made in the Power Automate platform, which would iterate through the list of entries and would calculate the difference between 'Point A' and 'Point B' using a Bing Maps API connection. The calculation is however based on the personal addresses of the employees, but this data is not available in the ProTime platform. These details need to get fetched from WorkDay exports.

This process (UiPath cloud workflow / background process) will feed a local database with the report details so that the PA cloud process making the actual calculations can use up to date data. 
The script will be triggered on a monthly basis based on the schedule of the WorkDay exports.","€9,000.00",288 Hours Per Year,€0.00,document,Live,In Production,Local,03/27/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---fin---distance-calculation---update-employee-details,Wouter Herrrygers,"Wouter Herrrygers, Benoit Duchesne"
CASH,IS,CASH - PRINTED - Automation of Special products creation in SAP,"Remove manuality from the ""Print"" depratment, where they have to manually create multiple special (SPX) products every day. Instead of working with SAP, they will put the data in the Excel spreadsheet and the robot will create the products for them.","€45,000.00",1440 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",03/26/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---printed---automation-of-special-products-creation-in-sap,Eduard SEKERES,Eduard SEKERES
SIMA,Logistics,SIMA - SC - Supplier chasing ,"Chase supplier in case of late open purchase orders. Generation of files with late POs, mail sending and eventually updates in SAP.","€90,000.00",2880 Hours Per Year,€0.00,,Live,In Production,,03/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/sima---sc---supplier-chasing-,Vincent Furic,"Aline TURPIN, Dimitri Degroise, Vincent Furic"
SIMA,Logistics,SIMA - SC - Buying forecast calculation,"The process consists, using an excel file, which contains the information of the suppliers, to extract the data of the latter in the Power BI application with a well-defined sharing horizon.
The purpose of the extraction is to extract supplier data for subsidiaries in POWER BI and generate an Excel file with the information. The latter is sent by e-mail to the supplier's contacts.","€9,000.00",288 Hours Per Year,€0.00,,Live,In Production,,03/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/sima---sc---buying-forecast-calculation,Vincent Furic,"Aline TURPIN, Dimitri Degroise, Vincent Furic"
GROUP,Sales,GRP - Sales - Rebates management file,"Every month, we have to provide to group and local finance the accruals for all our global customers.
For doing that, we must compile the information provided by each IAM on an excel file and copy and paste the information into a global master file (excel file).
It concerns around 30 customers by month. Every quarter we must review all our customers (around 420 customers). We are spending around 5-7 minutes by customer for the integration.  And since December 2023, we must add to this task, the manual update of a consortium of 150 accounts on a monthly basis because the percentage of rebates is calculated upon specific ranges and change every month.","€18,375.00",588 Hours Per Year,€0.00,document,Live,In Production,Group,03/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/rebates-management-file,Laetitia BARRAUD,"Laetitia BARRAUD, Aline TURPIN"
BENELUX,Customer Service,BNL - Siti - Automatic closure of actions,Drivers use actions in SITI that has no action required at CS level.  Those actions needs to be closed at a daily base and has no added value.,"€18,750.00",600 Hours Per Year,€0.00,document,Solution Design,On Hold,"Local, and maybe Group",03/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/siti-automatic-closure-of-actions,Sharina INFURNA,"Sharina INFURNA, Benoit Duchesne"
FRANCE,Finance,FR - FIN - End-of-promotion result reminders,This process follows on from the information communicated by the Marketing End of Promotion bot. It enables the Finance department to send out the necessary reminders to suppliers in order to receive credit notes. ,"€1,725.00",55.2 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",03/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---fin---end-of-promotion-result-reminders,Marine DENIS,"Marine DENIS, Thomas DELOS"
DENMARK,,DEN-MKT-direct delivery XML standard,"Vi ønsker at indføre XML standard til nogle direkte leveringer, da det er et krav fra leverandøren","€11,250.00",360 Hours Per Year,€0.00,document,Live,In Production,Local,03/08/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-direct-delivery-xml-standard,Rikke ELERS,"Rikke ELERS, Lars Christensen, Kim Jagd FREDERIKSEN"
GERMANY,"Customer Experience,Marketing",GER - LOG - Supplier Order Response Booking ,"After creation and transmission of stock orders in SAP,  Lyreco Germany is expecting an order response confirmation by almost each supplier. 
Currently, the suppliers are providing this order response confirmations mostly as PDF document via Email. 
After receiption,  the demand planners are checking its contents and compare it with the origin stock order in SAP.  If necessary, they are adjusting some data, like order number supplier, delivery date and even delivery quantity. 
In future, this daily manual process should be executed by this automated  process. ","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,03/04/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ger----supplier-order-response-automation-,Reiner FRITSCH,"Reiner FRITSCH, Sinan Adiyaman"
GROUP,Customer Experience,WISE - CE - Order reject in RIO - Management of EDI orders rejection in SAP,"The robot is intended for the Customer Service team
It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€45,000.00",1440 Hours Per Year,€0.00,,Live,In Production,,03/01/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/wise---ce---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Dave Wilton,"Dave Wilton, Quentin Chastin, Aline TURPIN"
DENMARK,Finance,DEN-FIN-Incoming invoices (creditors),Automating the bookkeeping of manual processes when posting creditor vouchers (without ordernumber) and archiving of these,"€37,500.00",1200 Hours Per Year,€0.00,document,Live,In Production,Local,02/29/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/posting-of-incoming-invoices--creditors-,Eva NEUHAUSEN,"Eva NEUHAUSEN, Lars Christensen, Dorthe A. ANDERSEN, Kim Jagd FREDERIKSEN"
CASH,IS,CASH - MKT - Lyreco Bonus Program Customer validation,"Automatization   of data exchange for Lyreco BONUS program
- Automatization of customer data via API (validation of registration based on customer card/webshop access); 
","€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",02/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---lyreco-bonus-program-customer-validation,Eduard SEKERES,Eduard SEKERES
DENMARK,"Customer Service,Coffee Services",DEN-CS-Sallingorders,Vi ønkser automatisk oprettelse af Sallingordre via RPA. ,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,Local,02/28/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-sallingorders,Helen TIMRELL,"Helen TIMRELL, Lars Christensen, Kim Jagd FREDERIKSEN"
FRANCE,GIS Innovation,FR - FIN - Validation of PSA order,Connect to web interface PSA in order to validate order for billing,"€1,250.00",40 Hours Per Year,€0.00,document,Assessment,Rejected,Local,02/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---fin---validation-of-psa-order,Bruno Bastin,"Bruno Bastin, Anne Sophie DHAUSSY"
DENMARK,Logistics,DEN-LOG-SITI files,"Data from SITI used for different projects like daily NDR and invoices for drivers (high savings on these projects)
Projects:
DEN-LOG-SITI Invoice files","€1,500.00",48 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",02/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-log-siti-files,Linda Molnit SCHYTH,"Linda Molnit SCHYTH, Kim Jagd FREDERIKSEN, Lars Christensen"
DENMARK,MARKETING,DEN-LOG-SITI Invoice files,Invoice files,"€84,375.00",2700 Hours Per Year,€0.00,document,Live,In Production,Local,02/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-log-siti-invoice-files,Lars Christensen,"Lars Christensen, Linda Molnit SCHYTH, Kim Jagd FREDERIKSEN"
FRANCE,Finance,FR - FIN - Keying doubtful customer credit part,credit operating mode for processing bankruptcy events Altares,"€62,812.50",2010 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",02/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---fin---keying-doubtful-customer-2,Allal Chekroun,"Allal Chekroun, Bruno Bastin, Josic Libert"
GROUP,IS,GRP - SALES - C4C attachments extraction,"As part of the USFA migration, we are decommissioning C4C and in this context we need to recover any attachments filed by the sales force in the C4C tool before our access to the tool closes on March 28th 2024. ",€0.00,0 Hours Per Year,"€21,500.00",document,Live,In Production,Group,02/12/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---sales---c4c-attachments-extraction,Aline TURPIN,"Aline TURPIN, Dimitri Degroise, Bruno Bastin"
BENELUX,IT,BNL - MKT - SVHC Document Translation EN to NLFR,"Request from the local Marketing Process Coordinator, Products & Services department.

Batches of English SVHC documents need to be translated to both Dutch and French here in Benelux. The difficulty lies in the fact that each document contains a unique part (data table) which makes it rather tedious to be copying and pasting multiple paragraphs manually, while at the same time trying to keep the overall layout of the documents intact.

A request was made to automate this process, given that a couple hundred documents need to be processed and there will most likely be multiple batches throughout the year.

The UIPath workflow will execute this task without having to open the .docx files given that there are background activities for it. It will process each file and generate a Dutch and French version of it (The translation is pre-defined and the same for each file, no generative AI is used during the process). The translated copies will be uploaded to a Sharepoint location in a separate folder per language.

The process will be launched multiple times a year, process peaks are not fixed.","€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,Local,02/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---mkt---svhc-document-translation-en-to-nlfr,Wouter Herrrygers,"Wouter Herrrygers, Jorien PEETERS"
